order_id,order_date,order_time,year,month,month_name,quarter,day_ofweek,customer_id,customer_name,customer_type,customer_city,customer_country,contact_email,contact_phone,product_id,product_name,product_code,product_category,product_sub_category,product_description,order_quantity,unit_price,total_price,delivery_date,delivery_location,factory_id,factory_name,factory_location,factory_city,factory_country,factory_capacity,assembly_line_id,assembly_line_name,line_type,line_capacity,current_load,scheduled_start_date,actual_start_date,scheduled_end_date,actual_end_date,production_status,completion_percent,quality_score,defects,rework_required,scheduled_delivery,actual_delivery,delivery_status,delay_days,note
ORD00000582,2024-08-05,10:11,2024,12,December,Q4,Tuesday,CUST000183,Customer 183,Retailer,Kolkata,India,customer183@company.com,9398064523,PROD000133,Product 133,PC891207,Machinery,Pumps,High-quality Product 133,529,4631.44,2450031.76,2024-02-03,"Kolkata, 346423",FAC07,Factory 7,Plant 7,Kolkata,India,847485,LINE013,Assembly Line 13,Painting,7921,7000,2024-10-21,2024-01-23,2024-11-21,2024-03-28,Completed,20,97.72,41,Yes,2024-12-27,2024-02-25,In Transit,2,Order ORD00000582 - Production running smoothly
ORD00000583,2024-12-03,08:58,2024,12,December,Q4,Wednesday,CUST000184,Customer 184,Corporate,Jaipur,India,customer184@company.com,9901331996,PROD000134,Product 134,PC226288,Consumer Goods,Appliances,High-quality Product 134,639,4665.32,2981139.48,2024-12-19,"Jaipur, 545714",FAC08,Factory 8,Plant 8,Jaipur,India,403465,LINE014,Assembly Line 14,Packaging,5760,28192,2024-05-17,null,2024-10-20,null,On Hold,93,83.29,12,Yes,2024-01-25,2024-11-01,Delivered,16,Order ORD00000583 - Quality issues detected
ORD00000584,2024-04-03,16:30,2024,7,July,Q3,Thursday,CUST000185,Customer 185,Individual,Mumbai,India,customer185@company.com,9325872614,PROD000135,Product 135,PC644378,Industrial Equipment,Motors,High-quality Product 135,195,3711.49,723740.55,2024-11-20,"Mumbai, 582803",FAC01,Factory 1,Plant 1,Mumbai,India,125190,LINE015,Assembly Line 15,Testing,1439,28389,2024-01-17,2024-11-15,2024-03-26,2024-01-28,Cancelled,94,79.59,21,Yes,2024-07-16,2024-11-28,Delayed,12,Order ORD00000584 - Quality issues detected
ORD00000585,2024-02-08,17:53,2024,10,October,Q4,Friday,CUST000186,Customer 186,OEM,Delhi,India,customer186@company.com,9599244114,PROD000136,Product 136,PC134871,Electronics,Controllers,High-quality Product 136,579,3422.17,1981436.43,2024-08-04,"Delhi, 937042",FAC02,Factory 2,Plant 2,Delhi,India,114657,LINE016,Assembly Line 16,Assembly,22937,11060,2024-09-27,null,2024-10-08,2024-12-15,Planned,43,99.43,27,Yes,2024-10-25,2024-11-14,Pending,7,Order ORD00000585 - Production running smoothly
ORD00000586,2024-04-03,13:17,2024,7,July,Q3,Saturday,CUST000187,Customer 187,Distributor,Bangalore,India,customer187@company.com,9425404914,PROD000137,Product 137,PC836042,Automotive,Engines,High-quality Product 137,198,619.82,122724.36,2024-11-20,"Bangalore, 399917",FAC03,Factory 3,Plant 3,Bangalore,India,803870,LINE017,Assembly Line 17,Welding,37236,8957,2024-11-22,2024-11-27,2024-09-12,2024-02-14,In Progress,89,97.84,17,Yes,2024-01-23,2024-04-06,Shipped,8,Order ORD00000586 - Production running smoothly
ORD00000587,2024-09-16,09:39,2024,8,August,Q3,Sunday,CUST000188,Customer 188,Retailer,Pune,India,customer188@company.com,9993179772,PROD000138,Product 138,PC212341,Machinery,Pumps,High-quality Product 138,287,4549.74,1305775.38,2024-02-06,"Pune, 492185",FAC04,Factory 4,Plant 4,Pune,India,899153,LINE018,Assembly Line 18,Painting,16351,27420,2024-12-24,2024-02-21,2024-07-20,null,Completed,4,92.48,44,Yes,2024-03-22,2024-06-05,In Transit,4,Order ORD00000587 - Production running smoothly
ORD00000588,2024-10-23,11:13,2024,12,December,Q4,Monday,CUST000189,Customer 189,Corporate,Hyderabad,India,customer189@company.com,9347587319,PROD000139,Product 139,PC566157,Consumer Goods,Appliances,High-quality Product 139,563,2811.93,1583116.59,2024-02-04,"Hyderabad, 522693",FAC05,Factory 5,Plant 5,Hyderabad,India,234021,LINE019,Assembly Line 19,Packaging,25370,14875,2024-04-07,2024-02-21,2024-01-17,2024-12-27,On Hold,66,96.91,35,Yes,2024-05-24,2024-11-28,Delivered,10,Order ORD00000588 - Production running smoothly
ORD00000589,2024-09-01,15:54,2024,1,January,Q1,Tuesday,CUST000190,Customer 190,Individual,Chennai,India,customer190@company.com,9720831231,PROD000140,Product 140,PC110136,Industrial Equipment,Motors,High-quality Product 140,13,3375.3,43878.9,2024-06-02,"Chennai, 159864",FAC06,Factory 6,Plant 6,Chennai,India,650646,LINE020,Assembly Line 20,Testing,22499,32362,2024-09-04,2024-04-13,2024-11-21,2024-05-17,Cancelled,28,80.01,6,No,2024-11-14,2024-01-28,Delayed,2,Order ORD00000589 - Quality issues detected
ORD00000590,2024-01-25,11:16,2024,6,June,Q2,Wednesday,CUST000191,Customer 191,OEM,Kolkata,India,customer191@company.com,9973210676,PROD000141,Product 141,PC596381,Electronics,Controllers,High-quality Product 141,814,4875.4,3968575.6,2024-10-27,"Kolkata, 967008",FAC07,Factory 7,Plant 7,Kolkata,India,112813,LINE021,Assembly Line 21,Assembly,8882,10392,2024-09-03,2024-03-05,2024-09-17,null,Planned,95,76.37,34,Yes,2024-06-20,2024-06-02,Pending,20,Order ORD00000590 - Quality issues detected
ORD00000591,2024-08-21,17:30,2024,11,November,Q4,Thursday,CUST000192,Customer 192,Distributor,Jaipur,India,customer192@company.com,9968859735,PROD000142,Product 142,PC772978,Automotive,Engines,High-quality Product 142,793,2519.05,1997606.65,2024-10-03,"Jaipur, 686325",FAC08,Factory 8,Plant 8,Jaipur,India,575312,LINE022,Assembly Line 22,Welding,45693,29901,2024-01-16,2024-09-11,2024-08-22,2024-05-03,In Progress,47,79.71,31,Yes,2024-11-19,2024-03-20,Shipped,0,Order ORD00000591 - Quality issues detected
ORD00000592,2024-10-02,08:14,2024,11,November,Q4,Friday,CUST000193,Customer 193,Retailer,Mumbai,India,customer193@company.com,9134001032,PROD000143,Product 143,PC797476,Machinery,Pumps,High-quality Product 143,407,2846.15,1158383.05,2024-06-27,"Mumbai, 327706",FAC01,Factory 1,Plant 1,Mumbai,India,342637,LINE023,Assembly Line 23,Painting,28000,13964,2024-08-10,2024-07-13,2024-07-14,2024-03-07,Completed,40,76.18,4,No,2024-06-07,null,In Transit,13,Order ORD00000592 - Quality issues detected
ORD00000593,2024-10-18,16:24,2024,4,April,Q2,Saturday,CUST000194,Customer 194,Corporate,Delhi,India,customer194@company.com,9657909618,PROD000144,Product 144,PC164189,Consumer Goods,Appliances,High-quality Product 144,84,1279.72,107496.48,2024-12-24,"Delhi, 331695",FAC02,Factory 2,Plant 2,Delhi,India,584158,LINE024,Assembly Line 24,Packaging,44807,36364,2024-09-27,2024-02-22,2024-12-15,null,On Hold,2,74.5,35,Yes,2024-05-18,null,Delivered,10,Order ORD00000593 - Quality issues detected
ORD00000594,2024-08-22,13:33,2024,4,April,Q2,Sunday,CUST000195,Customer 195,Individual,Bangalore,India,customer195@company.com,9658378320,PROD000145,Product 145,PC844745,Industrial Equipment,Motors,High-quality Product 145,895,2615.05,2340469.75,2024-06-28,"Bangalore, 556939",FAC03,Factory 3,Plant 3,Bangalore,India,453449,LINE025,Assembly Line 25,Testing,18235,20353,2024-07-25,2024-01-15,2024-09-22,2024-12-01,Cancelled,14,80.64,15,Yes,2024-07-04,2024-08-03,Delayed,2,Order ORD00000594 - Quality issues detected
ORD00000595,2024-07-12,08:19,2024,12,December,Q4,Monday,CUST000196,Customer 196,OEM,Pune,India,customer196@company.com,9450180498,PROD000146,Product 146,PC420442,Electronics,Controllers,High-quality Product 146,303,902.89,273575.67,2024-03-28,"Pune, 969984",FAC04,Factory 4,Plant 4,Pune,India,155768,LINE026,Assembly Line 26,Assembly,26439,17980,2024-12-17,2024-10-12,2024-08-28,2024-03-20,Planned,41,76.72,1,No,2024-01-14,2024-07-16,Pending,18,Order ORD00000595 - Quality issues detected
ORD00000596,2024-07-28,16:12,2024,4,April,Q2,Tuesday,CUST000197,Customer 197,Distributor,Hyderabad,India,customer197@company.com,9422505622,PROD000147,Product 147,PC902377,Automotive,Engines,High-quality Product 147,363,4113.28,1493120.64,2024-02-15,"Hyderabad, 835123",FAC05,Factory 5,Plant 5,Hyderabad,India,625879,LINE027,Assembly Line 27,Welding,8620,35114,2024-01-03,2024-11-23,2024-10-02,null,In Progress,50,92.57,37,Yes,2024-11-25,2024-02-26,Shipped,14,Order ORD00000596 - Production running smoothly
ORD00000597,2024-11-24,15:52,2024,3,March,Q1,Wednesday,CUST000198,Customer 198,Retailer,Chennai,India,customer198@company.com,9910319053,PROD000148,Product 148,PC613434,Machinery,Pumps,High-quality Product 148,860,3028.15,2604209,2024-03-21,"Chennai, 762778",FAC06,Factory 6,Plant 6,Chennai,India,718923,LINE028,Assembly Line 28,Painting,6790,16116,2024-05-11,2024-04-01,2024-02-04,null,Completed,63,72.77,32,Yes,2024-07-14,2024-05-16,In Transit,2,Order ORD00000597 - Quality issues detected
ORD00000598,2024-06-23,10:40,2024,4,April,Q2,Thursday,CUST000199,Customer 199,Corporate,Kolkata,India,customer199@company.com,9216028921,PROD000149,Product 149,PC400912,Consumer Goods,Appliances,High-quality Product 149,497,1499.29,745147.13,2024-09-05,"Kolkata, 339270",FAC07,Factory 7,Plant 7,Kolkata,India,139893,LINE029,Assembly Line 29,Packaging,2208,25535,2024-05-17,2024-06-11,2024-11-23,2024-10-01,On Hold,36,94.99,13,Yes,2024-12-14,2024-09-11,Delivered,9,Order ORD00000598 - Production running smoothly
ORD00000599,2024-05-15,10:58,2024,9,September,Q3,Friday,CUST000200,Customer 200,Individual,Jaipur,India,customer200@company.com,9162483623,PROD000150,Product 150,PC286723,Industrial Equipment,Motors,High-quality Product 150,712,1327.56,945222.72,2024-04-09,"Jaipur, 628746",FAC08,Factory 8,Plant 8,Jaipur,India,774833,LINE030,Assembly Line 30,Testing,39493,4956,2024-05-17,null,2024-05-27,2024-08-20,Cancelled,28,86.02,31,Yes,2024-11-09,2024-01-01,Delayed,8,Order ORD00000599 - Production running smoothly
ORD00000600,2024-06-13,15:29,2024,10,October,Q4,Saturday,CUST000001,Customer 1,OEM,Mumbai,India,customer1@company.com,9419582084,PROD000001,Product 1,PC707425,Electronics,Controllers,High-quality Product 1,804,271.09,217956.36,2024-06-09,"Mumbai, 989786",FAC01,Factory 1,Plant 1,Mumbai,India,835715,LINE001,Assembly Line 1,Assembly,3527,29791,2024-10-14,2024-01-06,2024-06-03,2024-12-24,Planned,3,75.79,38,Yes,2024-01-13,2024-07-20,Pending,-5,Order ORD00000600 - Quality issues detected
ORD00000601,2024-04-22,11:06,2024,12,December,Q4,Sunday,CUST000002,Customer 2,Distributor,Delhi,India,customer2@company.com,9207442800,PROD000002,Product 2,PC948720,Automotive,Engines,High-quality Product 2,209,2945.89,615691.01,2024-03-09,"Delhi, 318997",FAC02,Factory 2,Plant 2,Delhi,India,614255,LINE002,Assembly Line 2,Welding,45026,19314,2024-08-16,2024-08-21,2024-01-28,2024-06-22,In Progress,3,72.82,32,Yes,2024-12-18,2024-08-05,Shipped,1,Order ORD00000601 - Quality issues detected
ORD00000602,2024-09-25,14:58,2024,10,October,Q4,Monday,CUST000003,Customer 3,Retailer,Bangalore,India,customer3@company.com,9558457588,PROD000003,Product 3,PC956997,Machinery,Pumps,High-quality Product 3,371,2542.4,943230.4,2024-05-04,"Bangalore, 485656",FAC03,Factory 3,Plant 3,Bangalore,India,151814,LINE003,Assembly Line 3,Painting,21123,12858,2024-01-03,2024-03-04,2024-11-05,null,Completed,37,72.23,34,Yes,2024-03-23,2024-02-17,In Transit,3,Order ORD00000602 - Quality issues detected
ORD00000603,2024-11-12,12:40,2024,11,November,Q4,Tuesday,CUST000004,Customer 4,Corporate,Pune,India,customer4@company.com,9489423599,PROD000004,Product 4,PC908709,Consumer Goods,Appliances,High-quality Product 4,312,3227.72,1007048.64,2024-05-06,"Pune, 380312",FAC04,Factory 4,Plant 4,Pune,India,952769,LINE004,Assembly Line 4,Packaging,46452,23274,2024-02-27,2024-12-13,2024-10-20,null,On Hold,30,76.16,8,No,2024-09-13,2024-07-14,Delivered,-3,Order ORD00000603 - Quality issues detected
ORD00000604,2024-10-08,10:07,2024,12,December,Q4,Wednesday,CUST000005,Customer 5,Individual,Hyderabad,India,customer5@company.com,9509665008,PROD000005,Product 5,PC856307,Industrial Equipment,Motors,High-quality Product 5,125,4585.59,573198.75,2024-12-08,"Hyderabad, 460176",FAC05,Factory 5,Plant 5,Hyderabad,India,415844,LINE005,Assembly Line 5,Testing,15697,25125,2024-12-05,2024-07-17,2024-06-03,2024-01-03,Cancelled,77,97.64,20,Yes,2024-10-09,2024-05-24,Delayed,9,Order ORD00000604 - Production running smoothly
ORD00000605,2024-08-06,11:09,2024,12,December,Q4,Thursday,CUST000006,Customer 6,OEM,Chennai,India,customer6@company.com,9578714721,PROD000006,Product 6,PC725674,Electronics,Controllers,High-quality Product 6,101,1131,114231,2024-04-09,"Chennai, 256436",FAC06,Factory 6,Plant 6,Chennai,India,817270,LINE006,Assembly Line 6,Assembly,30530,24633,2024-12-27,null,2024-08-03,2024-09-21,Planned,3,79.6,47,Yes,2024-01-23,2024-05-06,Pending,18,Order ORD00000605 - Quality issues detected
ORD00000606,2024-12-19,12:57,2024,4,April,Q2,Friday,CUST000007,Customer 7,Distributor,Kolkata,India,customer7@company.com,9345910396,PROD000007,Product 7,PC680780,Automotive,Engines,High-quality Product 7,959,1211.02,1161368.18,2024-04-17,"Kolkata, 166792",FAC07,Factory 7,Plant 7,Kolkata,India,425686,LINE007,Assembly Line 7,Welding,47590,5722,2024-05-21,2024-01-25,2024-12-18,null,In Progress,21,92.76,28,Yes,2024-08-21,null,Shipped,7,Order ORD00000606 - Production running smoothly
ORD00000607,2024-05-03,17:45,2024,7,July,Q3,Saturday,CUST000008,Customer 8,Retailer,Jaipur,India,customer8@company.com,9718298376,PROD000008,Product 8,PC125414,Machinery,Pumps,High-quality Product 8,640,1620.46,1037094.4,2024-03-13,"Jaipur, 561338",FAC08,Factory 8,Plant 8,Jaipur,India,409418,LINE008,Assembly Line 8,Painting,44868,31185,2024-11-08,2024-10-04,2024-03-05,2024-10-19,Completed,15,82.84,4,No,2024-03-23,null,In Transit,7,Order ORD00000607 - Quality issues detected
ORD00000608,2024-07-18,11:35,2024,4,April,Q2,Sunday,CUST000009,Customer 9,Corporate,Mumbai,India,customer9@company.com,9608795802,PROD000009,Product 9,PC382401,Consumer Goods,Appliances,High-quality Product 9,96,2461.19,236274.24,2024-02-24,"Mumbai, 703416",FAC01,Factory 1,Plant 1,Mumbai,India,150682,LINE009,Assembly Line 9,Packaging,18210,831,2024-07-21,2024-10-17,2024-11-11,null,On Hold,55,77.28,8,No,2024-10-08,null,Delivered,20,Order ORD00000608 - Quality issues detected
ORD00000609,2024-05-26,13:09,2024,1,January,Q1,Monday,CUST000010,Customer 10,Individual,Delhi,India,customer10@company.com,9619413523,PROD000010,Product 10,PC989667,Industrial Equipment,Motors,High-quality Product 10,68,2657.33,180698.44,2024-12-23,"Delhi, 610997",FAC02,Factory 2,Plant 2,Delhi,India,189454,LINE010,Assembly Line 10,Testing,23333,28477,2024-11-14,2024-06-14,2024-06-24,2024-12-13,Cancelled,77,74.16,14,Yes,2024-09-14,2024-09-04,Delayed,3,Order ORD00000609 - Quality issues detected
ORD00000610,2024-12-08,09:09,2024,1,January,Q1,Tuesday,CUST000011,Customer 11,OEM,Bangalore,India,customer11@company.com,9512885424,PROD000011,Product 11,PC659769,Electronics,Controllers,High-quality Product 11,231,1120.57,258851.67,2024-10-07,"Bangalore, 817704",FAC03,Factory 3,Plant 3,Bangalore,India,961541,LINE011,Assembly Line 11,Assembly,3744,13668,2024-06-07,2024-01-26,2024-09-17,null,Planned,31,79.12,44,Yes,2024-10-11,2024-02-28,Pending,-5,Order ORD00000610 - Quality issues detected
ORD00000611,2024-04-11,09:31,2024,9,September,Q3,Wednesday,CUST000012,Customer 12,Distributor,Pune,India,customer12@company.com,9758250348,PROD000012,Product 12,PC377873,Automotive,Engines,High-quality Product 12,853,520,443560,2024-10-18,"Pune, 908721",FAC04,Factory 4,Plant 4,Pune,India,674569,LINE012,Assembly Line 12,Welding,1825,34231,2024-10-05,2024-01-02,2024-01-01,2024-03-23,In Progress,47,70.52,50,Yes,2024-01-11,null,Shipped,-4,Order ORD00000611 - Quality issues detected
ORD00000612,2024-02-19,09:24,2024,3,March,Q1,Thursday,CUST000013,Customer 13,Retailer,Hyderabad,India,customer13@company.com,9137971790,PROD000013,Product 13,PC762461,Machinery,Pumps,High-quality Product 13,462,512.01,236548.62,2024-04-10,"Hyderabad, 584504",FAC05,Factory 5,Plant 5,Hyderabad,India,220593,LINE013,Assembly Line 13,Painting,28441,9634,2024-09-07,null,2024-01-11,2024-09-18,Completed,55,88.45,23,Yes,2024-01-14,2024-02-05,In Transit,8,Order ORD00000612 - Production running smoothly
ORD00000613,2024-11-11,10:57,2024,6,June,Q2,Friday,CUST000014,Customer 14,Corporate,Chennai,India,customer14@company.com,9525980746,PROD000014,Product 14,PC965118,Consumer Goods,Appliances,High-quality Product 14,793,4310.79,3418456.47,2024-12-13,"Chennai, 384695",FAC06,Factory 6,Plant 6,Chennai,India,190792,LINE014,Assembly Line 14,Packaging,2844,22964,2024-10-17,2024-10-06,2024-05-13,2024-06-22,On Hold,32,98.69,2,No,2024-07-28,2024-01-09,Delivered,9,Order ORD00000613 - Production running smoothly
ORD00000614,2024-07-14,17:17,2024,12,December,Q4,Saturday,CUST000015,Customer 15,Individual,Kolkata,India,customer15@company.com,9635167371,PROD000015,Product 15,PC834510,Industrial Equipment,Motors,High-quality Product 15,899,4029.58,3622592.42,2024-03-28,"Kolkata, 367824",FAC07,Factory 7,Plant 7,Kolkata,India,459606,LINE015,Assembly Line 15,Testing,28416,28842,2024-09-11,2024-01-18,2024-08-03,2024-09-10,Cancelled,19,89.37,29,Yes,2024-11-04,2024-07-14,Delayed,-3,Order ORD00000614 - Production running smoothly
ORD00000615,2024-09-05,13:42,2024,10,October,Q4,Sunday,CUST000016,Customer 16,OEM,Jaipur,India,customer16@company.com,9252117632,PROD000016,Product 16,PC774518,Electronics,Controllers,High-quality Product 16,372,2639.86,982027.92,2024-01-24,"Jaipur, 240503",FAC08,Factory 8,Plant 8,Jaipur,India,247777,LINE016,Assembly Line 16,Assembly,33048,13456,2024-05-19,2024-09-09,2024-11-28,2024-07-25,Planned,37,93.53,21,Yes,2024-07-09,null,Pending,10,Order ORD00000615 - Production running smoothly
ORD00000616,2024-10-08,12:04,2024,11,November,Q4,Monday,CUST000017,Customer 17,Distributor,Mumbai,India,customer17@company.com,9153128882,PROD000017,Product 17,PC919617,Automotive,Engines,High-quality Product 17,948,551.8,523106.4,2024-10-08,"Mumbai, 798082",FAC01,Factory 1,Plant 1,Mumbai,India,880770,LINE017,Assembly Line 17,Welding,42955,22621,2024-01-01,2024-04-03,2024-06-02,2024-07-04,In Progress,69,73.59,1,No,2024-07-09,2024-08-12,Shipped,10,Order ORD00000616 - Quality issues detected
ORD00000617,2024-10-21,16:21,2024,2,February,Q1,Tuesday,CUST000018,Customer 18,Retailer,Delhi,India,customer18@company.com,9881075675,PROD000018,Product 18,PC974427,Machinery,Pumps,High-quality Product 18,728,1057.43,769809.04,2024-09-04,"Delhi, 307963",FAC02,Factory 2,Plant 2,Delhi,India,494324,LINE018,Assembly Line 18,Painting,40221,39445,2024-05-28,2024-04-13,2024-02-25,2024-06-17,Completed,90,77.69,21,Yes,2024-10-21,2024-04-24,In Transit,13,Order ORD00000617 - Quality issues detected
ORD00000618,2024-04-22,09:38,2024,7,July,Q3,Wednesday,CUST000019,Customer 19,Corporate,Bangalore,India,customer19@company.com,9490717663,PROD000019,Product 19,PC926930,Consumer Goods,Appliances,High-quality Product 19,918,1176.15,1079705.7,2024-02-17,"Bangalore, 461430",FAC03,Factory 3,Plant 3,Bangalore,India,472210,LINE019,Assembly Line 19,Packaging,8082,12951,2024-06-10,2024-11-12,2024-02-18,2024-03-27,On Hold,84,98.04,16,Yes,2024-03-13,2024-09-21,Delivered,17,Order ORD00000618 - Production running smoothly
ORD00000619,2024-07-20,10:45,2024,10,October,Q4,Thursday,CUST000020,Customer 20,Individual,Pune,India,customer20@company.com,9277224637,PROD000020,Product 20,PC454976,Industrial Equipment,Motors,High-quality Product 20,504,1334.09,672381.36,2024-03-05,"Pune, 383197",FAC04,Factory 4,Plant 4,Pune,India,999120,LINE020,Assembly Line 20,Testing,10416,16423,2024-08-25,2024-06-10,2024-12-21,2024-08-02,Cancelled,2,75.79,44,Yes,2024-03-08,2024-03-11,Delayed,3,Order ORD00000619 - Quality issues detected
ORD00000620,2024-04-08,17:27,2024,11,November,Q4,Friday,CUST000021,Customer 21,OEM,Hyderabad,India,customer21@company.com,9878200220,PROD000021,Product 21,PC732274,Electronics,Controllers,High-quality Product 21,137,137.06,18777.22,2024-03-07,"Hyderabad, 628292",FAC05,Factory 5,Plant 5,Hyderabad,India,929273,LINE021,Assembly Line 21,Assembly,1396,9959,2024-06-08,2024-12-27,2024-10-23,2024-12-10,Planned,91,97.37,38,Yes,2024-02-17,2024-09-10,Pending,0,Order ORD00000620 - Production running smoothly
ORD00000621,2024-02-23,10:41,2024,6,June,Q2,Saturday,CUST000022,Customer 22,Distributor,Chennai,India,customer22@company.com,9324285255,PROD000022,Product 22,PC798151,Automotive,Engines,High-quality Product 22,517,705.33,364655.61,2024-10-15,"Chennai, 167734",FAC06,Factory 6,Plant 6,Chennai,India,582393,LINE022,Assembly Line 22,Welding,21983,6413,2024-01-13,2024-11-14,2024-12-11,2024-05-05,In Progress,51,85.2,23,Yes,2024-09-03,2024-03-16,Shipped,19,Order ORD00000621 - Production running smoothly
ORD00000622,2024-06-14,16:00,2024,4,April,Q2,Sunday,CUST000023,Customer 23,Retailer,Kolkata,India,customer23@company.com,9959452789,PROD000023,Product 23,PC562399,Machinery,Pumps,High-quality Product 23,905,4519.9,4090509.5,2024-03-24,"Kolkata, 654062",FAC07,Factory 7,Plant 7,Kolkata,India,211227,LINE023,Assembly Line 23,Painting,33734,24767,2024-12-14,null,2024-11-08,2024-12-22,Completed,15,85.99,26,Yes,2024-09-23,2024-02-09,In Transit,1,Order ORD00000622 - Production running smoothly
ORD00000623,2024-10-15,16:14,2024,7,July,Q3,Monday,CUST000024,Customer 24,Corporate,Jaipur,India,customer24@company.com,9439833465,PROD000024,Product 24,PC136764,Consumer Goods,Appliances,High-quality Product 24,100,3068.24,306824,2024-05-28,"Jaipur, 670244",FAC08,Factory 8,Plant 8,Jaipur,India,248989,LINE024,Assembly Line 24,Packaging,31761,953,2024-06-18,2024-07-18,2024-09-20,2024-12-07,On Hold,9,79.71,22,Yes,2024-08-16,2024-03-05,Delivered,20,Order ORD00000623 - Quality issues detected
ORD00000624,2024-11-15,11:31,2024,6,June,Q2,Tuesday,CUST000025,Customer 25,Individual,Mumbai,India,customer25@company.com,9462944181,PROD000025,Product 25,PC851547,Industrial Equipment,Motors,High-quality Product 25,113,4139.94,467813.22,2024-08-26,"Mumbai, 466709",FAC01,Factory 1,Plant 1,Mumbai,India,487302,LINE025,Assembly Line 25,Testing,19110,17301,2024-02-10,2024-10-06,2024-07-20,2024-11-13,Cancelled,25,77.59,48,Yes,2024-07-12,2024-01-24,Delayed,13,Order ORD00000624 - Quality issues detected
ORD00000625,2024-07-05,17:46,2024,5,May,Q2,Wednesday,CUST000026,Customer 26,OEM,Delhi,India,customer26@company.com,9616775374,PROD000026,Product 26,PC636571,Electronics,Controllers,High-quality Product 26,169,1540.54,260351.26,2024-03-03,"Delhi, 552403",FAC02,Factory 2,Plant 2,Delhi,India,752784,LINE026,Assembly Line 26,Assembly,43548,34527,2024-07-15,null,2024-06-15,2024-02-23,Planned,48,83.07,19,Yes,2024-04-11,2024-02-09,Pending,20,Order ORD00000625 - Quality issues detected
ORD00000626,2024-07-02,15:01,2024,6,June,Q2,Thursday,CUST000027,Customer 27,Distributor,Bangalore,India,customer27@company.com,9675635105,PROD000027,Product 27,PC783734,Automotive,Engines,High-quality Product 27,109,2719.44,296418.96,2024-06-27,"Bangalore, 499027",FAC03,Factory 3,Plant 3,Bangalore,India,523918,LINE027,Assembly Line 27,Welding,20015,714,2024-12-02,2024-05-12,2024-01-03,2024-09-10,In Progress,78,93.33,13,Yes,2024-11-22,2024-08-20,Shipped,5,Order ORD00000626 - Production running smoothly
ORD00000627,2024-02-22,09:05,2024,3,March,Q1,Friday,CUST000028,Customer 28,Retailer,Pune,India,customer28@company.com,9153841052,PROD000028,Product 28,PC329653,Machinery,Pumps,High-quality Product 28,624,1915.16,1195059.84,2024-08-17,"Pune, 941133",FAC04,Factory 4,Plant 4,Pune,India,149303,LINE028,Assembly Line 28,Painting,31244,26326,2024-02-04,2024-02-21,2024-11-27,2024-06-27,Completed,83,83.04,9,No,2024-04-01,2024-03-06,In Transit,3,Order ORD00000627 - Quality issues detected
ORD00000628,2024-11-02,11:25,2024,12,December,Q4,Saturday,CUST000029,Customer 29,Corporate,Hyderabad,India,customer29@company.com,9600249476,PROD000029,Product 29,PC828007,Consumer Goods,Appliances,High-quality Product 29,979,1738.72,1702206.88,2024-07-16,"Hyderabad, 545126",FAC05,Factory 5,Plant 5,Hyderabad,India,670039,LINE029,Assembly Line 29,Packaging,40565,5125,2024-03-08,2024-12-27,2024-12-20,2024-04-22,On Hold,34,86.45,36,Yes,2024-03-10,null,Delivered,14,Order ORD00000628 - Production running smoothly
ORD00000629,2024-06-17,14:27,2024,1,January,Q1,Sunday,CUST000030,Customer 30,Individual,Chennai,India,customer30@company.com,9446593098,PROD000030,Product 30,PC110898,Industrial Equipment,Motors,High-quality Product 30,549,3818.47,2096340.03,2024-06-09,"Chennai, 845077",FAC06,Factory 6,Plant 6,Chennai,India,390532,LINE030,Assembly Line 30,Testing,18070,26680,2024-01-05,2024-07-20,2024-04-20,null,Cancelled,3,74.15,15,Yes,2024-08-10,2024-05-02,Delayed,-1,Order ORD00000629 - Quality issues detected
ORD00000630,2024-03-15,08:11,2024,7,July,Q3,Monday,CUST000031,Customer 31,OEM,Kolkata,India,customer31@company.com,9567883297,PROD000031,Product 31,PC869844,Electronics,Controllers,High-quality Product 31,940,472.07,443745.8,2024-08-06,"Kolkata, 308467",FAC07,Factory 7,Plant 7,Kolkata,India,765007,LINE001,Assembly Line 1,Assembly,12971,3480,2024-09-20,2024-01-07,2024-04-27,null,Planned,52,78.42,20,Yes,2024-06-10,2024-05-05,Pending,-5,Order ORD00000630 - Quality issues detected
ORD00000631,2024-10-21,15:36,2024,8,August,Q3,Tuesday,CUST000032,Customer 32,Distributor,Jaipur,India,customer32@company.com,9855108676,PROD000032,Product 32,PC265916,Automotive,Engines,High-quality Product 32,94,1966.36,184837.84,2024-04-03,"Jaipur, 810514",FAC08,Factory 8,Plant 8,Jaipur,India,819574,LINE002,Assembly Line 2,Welding,49489,14219,2024-03-11,2024-09-21,2024-09-04,2024-10-10,In Progress,41,83.7,35,Yes,2024-09-04,2024-06-04,Shipped,15,Order ORD00000631 - Quality issues detected
